id,z,image_path,mask_path,fold
04182ced8e,146,/workdir/data/train/images148/04182ced8e.png,/workdir/data/train/masks148/04182ced8e.png,4
041925f04c,580,/workdir/data/train/images148/041925f04c.png,/workdir/data/train/masks148/041925f04c.png,2
04234be388,916,/workdir/data/train/images148/04234be388.png,/workdir/data/train/masks148/04234be388.png,4
0429d9759b,737,/workdir/data/train/images148/0429d9759b.png,/workdir/data/train/masks148/0429d9759b.png,4
042c3d4e03,668,/workdir/data/train/images148/042c3d4e03.png,/workdir/data/train/masks148/042c3d4e03.png,1
04315b9a64,475,/workdir/data/train/images148/04315b9a64.png,/workdir/data/train/masks148/04315b9a64.png,1
044106f759,615,/workdir/data/train/images148/044106f759.png,/workdir/data/train/masks148/044106f759.png,4
045c5516a2,515,/workdir/data/train/images148/045c5516a2.png,/workdir/data/train/masks148/045c5516a2.png,5
0461a2fb30,562,/workdir/data/train/images148/0461a2fb30.png,/workdir/data/train/masks148/0461a2fb30.png,2
04711cb760,721,/workdir/data/train/images148/04711cb760.png,/workdir/data/train/masks148/04711cb760.png,5
0473e496e2,478,/workdir/data/train/images148/0473e496e2.png,/workdir/data/train/masks148/0473e496e2.png,3
0497f2d447,482,/workdir/data/train/images148/0497f2d447.png,/workdir/data/train/masks148/0497f2d447.png,1
04c48c9743,394,/workdir/data/train/images148/04c48c9743.png,/workdir/data/train/masks148/04c48c9743.png,2
04cd9599a3,480,/workdir/data/train/images148/04cd9599a3.png,/workdir/data/train/masks148/04cd9599a3.png,1
04e7e791e2,391,/workdir/data/train/images148/04e7e791e2.png,/workdir/data/train/masks148/04e7e791e2.png,0
04f7a73f2b,548,/workdir/data/train/images148/04f7a73f2b.png,/workdir/data/train/masks148/04f7a73f2b.png,5
05139ad3e5,734,/workdir/data/train/images148/05139ad3e5.png,/workdir/data/train/masks148/05139ad3e5.png,2
052de39787,649,/workdir/data/train/images148/052de39787.png,/workdir/data/train/masks148/052de39787.png,3
0530b67189,437,/workdir/data/train/images148/0530b67189.png,/workdir/data/train/masks148/0530b67189.png,2
0532916483,307,/workdir/data/train/images148/0532916483.png,/workdir/data/train/masks148/0532916483.png,3
053a6f6704,559,/workdir/data/train/images148/053a6f6704.png,/workdir/data/train/masks148/053a6f6704.png,4
0558ee87d3,796,/workdir/data/train/images148/0558ee87d3.png,/workdir/data/train/masks148/0558ee87d3.png,0
055ec918b9,421,/workdir/data/train/images148/055ec918b9.png,/workdir/data/train/masks148/055ec918b9.png,2
056bfa0cc8,389,/workdir/data/train/images148/056bfa0cc8.png,/workdir/data/train/masks148/056bfa0cc8.png,0
057eae4f34,360,/workdir/data/train/images148/057eae4f34.png,/workdir/data/train/masks148/057eae4f34.png,1
0589f557d7,523,/workdir/data/train/images148/0589f557d7.png,/workdir/data/train/masks148/0589f557d7.png,4
05a61e5799,167,/workdir/data/train/images148/05a61e5799.png,/workdir/data/train/masks148/05a61e5799.png,2
05be526826,308,/workdir/data/train/images148/05be526826.png,/workdir/data/train/masks148/05be526826.png,4
05be75afd9,708,/workdir/data/train/images148/05be75afd9.png,/workdir/data/train/masks148/05be75afd9.png,0
05c33e6854,661,/workdir/data/train/images148/05c33e6854.png,/workdir/data/train/masks148/05c33e6854.png,2
05c7033694,502,/workdir/data/train/images148/05c7033694.png,/workdir/data/train/masks148/05c7033694.png,2
05d9351a35,304,/workdir/data/train/images148/05d9351a35.png,/workdir/data/train/masks148/05d9351a35.png,5
05f09b380c,660,/workdir/data/train/images148/05f09b380c.png,/workdir/data/train/masks148/05f09b380c.png,1
060cdfded5,165,/workdir/data/train/images148/060cdfded5.png,/workdir/data/train/masks148/060cdfded5.png,3
060f14fcee,480,/workdir/data/train/images148/060f14fcee.png,/workdir/data/train/masks148/060f14fcee.png,0
06289f69f8,644,/workdir/data/train/images148/06289f69f8.png,/workdir/data/train/masks148/06289f69f8.png,4
063cf2a23a,335,/workdir/data/train/images148/063cf2a23a.png,/workdir/data/train/masks148/063cf2a23a.png,0
0642bbbc5f,150,/workdir/data/train/images148/0642bbbc5f.png,/workdir/data/train/masks148/0642bbbc5f.png,3
06523f9719,572,/workdir/data/train/images148/06523f9719.png,/workdir/data/train/masks148/06523f9719.png,1
065ce5590e,765,/workdir/data/train/images148/065ce5590e.png,/workdir/data/train/masks148/065ce5590e.png,2
066e0ce4c3,490,/workdir/data/train/images148/066e0ce4c3.png,/workdir/data/train/masks148/066e0ce4c3.png,2
069035a9b5,514,/workdir/data/train/images148/069035a9b5.png,/workdir/data/train/masks148/069035a9b5.png,5
06a361fc57,491,/workdir/data/train/images148/06a361fc57.png,/workdir/data/train/masks148/06a361fc57.png,1
06c2c49688,420,/workdir/data/train/images148/06c2c49688.png,/workdir/data/train/masks148/06c2c49688.png,2
06d21d76c4,82,/workdir/data/train/images148/06d21d76c4.png,/workdir/data/train/masks148/06d21d76c4.png,5
06d3201dd0,510,/workdir/data/train/images148/06d3201dd0.png,/workdir/data/train/masks148/06d3201dd0.png,5
071c81c9ad,429,/workdir/data/train/images148/071c81c9ad.png,/workdir/data/train/masks148/071c81c9ad.png,2
071d5aa17f,360,/workdir/data/train/images148/071d5aa17f.png,/workdir/data/train/masks148/071d5aa17f.png,5
074673a5f1,347,/workdir/data/train/images148/074673a5f1.png,/workdir/data/train/masks148/074673a5f1.png,2
0762a99eb4,561,/workdir/data/train/images148/0762a99eb4.png,/workdir/data/train/masks148/0762a99eb4.png,1
077cb8696f,240,/workdir/data/train/images148/077cb8696f.png,/workdir/data/train/masks148/077cb8696f.png,1
078f36a006,602,/workdir/data/train/images148/078f36a006.png,/workdir/data/train/masks148/078f36a006.png,4
07a81dccdc,630,/workdir/data/train/images148/07a81dccdc.png,/workdir/data/train/masks148/07a81dccdc.png,3
07ac7e530f,638,/workdir/data/train/images148/07ac7e530f.png,/workdir/data/train/masks148/07ac7e530f.png,4
07bb074759,478,/workdir/data/train/images148/07bb074759.png,/workdir/data/train/masks148/07bb074759.png,0
07cbc65347,495,/workdir/data/train/images148/07cbc65347.png,/workdir/data/train/masks148/07cbc65347.png,1
07e08eee37,333,/workdir/data/train/images148/07e08eee37.png,/workdir/data/train/masks148/07e08eee37.png,0
07fef26d18,614,/workdir/data/train/images148/07fef26d18.png,/workdir/data/train/masks148/07fef26d18.png,0
08173ef66c,391,/workdir/data/train/images148/08173ef66c.png,/workdir/data/train/masks148/08173ef66c.png,0
0822e176b2,794,/workdir/data/train/images148/0822e176b2.png,/workdir/data/train/masks148/0822e176b2.png,2
0829b44678,801,/workdir/data/train/images148/0829b44678.png,/workdir/data/train/masks148/0829b44678.png,5
082d2910a8,556,/workdir/data/train/images148/082d2910a8.png,/workdir/data/train/masks148/082d2910a8.png,0
0841984941,718,/workdir/data/train/images148/0841984941.png,/workdir/data/train/masks148/0841984941.png,1
084d3ed9c8,317,/workdir/data/train/images148/084d3ed9c8.png,/workdir/data/train/masks148/084d3ed9c8.png,0
085e7a048e,270,/workdir/data/train/images148/085e7a048e.png,/workdir/data/train/masks148/085e7a048e.png,4
08640ede7a,723,/workdir/data/train/images148/08640ede7a.png,/workdir/data/train/masks148/08640ede7a.png,3
086deb3ccb,598,/workdir/data/train/images148/086deb3ccb.png,/workdir/data/train/masks148/086deb3ccb.png,1
087192e2ec,797,/workdir/data/train/images148/087192e2ec.png,/workdir/data/train/masks148/087192e2ec.png,5
088a402727,255,/workdir/data/train/images148/088a402727.png,/workdir/data/train/masks148/088a402727.png,0
0898e36ee6,866,/workdir/data/train/images148/0898e36ee6.png,/workdir/data/train/masks148/0898e36ee6.png,2
08993551ae,719,/workdir/data/train/images148/08993551ae.png,/workdir/data/train/masks148/08993551ae.png,5
08bafa2eee,465,/workdir/data/train/images148/08bafa2eee.png,/workdir/data/train/masks148/08bafa2eee.png,1
08c2070b20,504,/workdir/data/train/images148/08c2070b20.png,/workdir/data/train/masks148/08c2070b20.png,3
08dc3c9a23,588,/workdir/data/train/images148/08dc3c9a23.png,/workdir/data/train/masks148/08dc3c9a23.png,0
08f3346b8a,307,/workdir/data/train/images148/08f3346b8a.png,/workdir/data/train/masks148/08f3346b8a.png,2
09152018c4,916,/workdir/data/train/images148/09152018c4.png,/workdir/data/train/masks148/09152018c4.png,3
0923f7bef9,954,/workdir/data/train/images148/0923f7bef9.png,/workdir/data/train/masks148/0923f7bef9.png,5
0926b7396b,673,/workdir/data/train/images148/0926b7396b.png,/workdir/data/train/masks148/0926b7396b.png,3
0937b1df3f,274,/workdir/data/train/images148/0937b1df3f.png,/workdir/data/train/masks148/0937b1df3f.png,2
0951f85203,737,/workdir/data/train/images148/0951f85203.png,/workdir/data/train/masks148/0951f85203.png,5
09541ce79b,593,/workdir/data/train/images148/09541ce79b.png,/workdir/data/train/masks148/09541ce79b.png,3
0977568b54,195,/workdir/data/train/images148/0977568b54.png,/workdir/data/train/masks148/0977568b54.png,3
098c5f3e75,457,/workdir/data/train/images148/098c5f3e75.png,/workdir/data/train/masks148/098c5f3e75.png,0
09b7182dc5,678,/workdir/data/train/images148/09b7182dc5.png,/workdir/data/train/masks148/09b7182dc5.png,1
09b9330300,842,/workdir/data/train/images148/09b9330300.png,/workdir/data/train/masks148/09b9330300.png,4
09e29fbb74,288,/workdir/data/train/images148/09e29fbb74.png,/workdir/data/train/masks148/09e29fbb74.png,1
09ee5831f4,235,/workdir/data/train/images148/09ee5831f4.png,/workdir/data/train/masks148/09ee5831f4.png,4
09f0f1f414,392,/workdir/data/train/images148/09f0f1f414.png,/workdir/data/train/masks148/09f0f1f414.png,0
0a0814464f,665,/workdir/data/train/images148/0a0814464f.png,/workdir/data/train/masks148/0a0814464f.png,1
0a1742c740,282,/workdir/data/train/images148/0a1742c740.png,/workdir/data/train/masks148/0a1742c740.png,1
0a18b314fc,230,/workdir/data/train/images148/0a18b314fc.png,/workdir/data/train/masks148/0a18b314fc.png,3
0a19821a16,360,/workdir/data/train/images148/0a19821a16.png,/workdir/data/train/masks148/0a19821a16.png,3
0a31d7553c,273,/workdir/data/train/images148/0a31d7553c.png,/workdir/data/train/masks148/0a31d7553c.png,4
0a41de5e3b,449,/workdir/data/train/images148/0a41de5e3b.png,/workdir/data/train/masks148/0a41de5e3b.png,2
0a7e067255,477,/workdir/data/train/images148/0a7e067255.png,/workdir/data/train/masks148/0a7e067255.png,3
0aab0afa9c,331,/workdir/data/train/images148/0aab0afa9c.png,/workdir/data/train/masks148/0aab0afa9c.png,5
0aabdb423e,806,/workdir/data/train/images148/0aabdb423e.png,/workdir/data/train/masks148/0aabdb423e.png,0
0ab5e14937,830,/workdir/data/train/images148/0ab5e14937.png,/workdir/data/train/masks148/0ab5e14937.png,1
0ad0876244,468,/workdir/data/train/images148/0ad0876244.png,/workdir/data/train/masks148/0ad0876244.png,0
0ad38c8f25,623,/workdir/data/train/images148/0ad38c8f25.png,/workdir/data/train/masks148/0ad38c8f25.png,3
0adb490de5,521,/workdir/data/train/images148/0adb490de5.png,/workdir/data/train/masks148/0adb490de5.png,0
0ae08cc1b2,532,/workdir/data/train/images148/0ae08cc1b2.png,/workdir/data/train/masks148/0ae08cc1b2.png,5
0aea45ba8f,484,/workdir/data/train/images148/0aea45ba8f.png,/workdir/data/train/masks148/0aea45ba8f.png,2
0b176124c4,744,/workdir/data/train/images148/0b176124c4.png,/workdir/data/train/masks148/0b176124c4.png,3
0b45bde756,92,/workdir/data/train/images148/0b45bde756.png,/workdir/data/train/masks148/0b45bde756.png,0
0b73b427d1,475,/workdir/data/train/images148/0b73b427d1.png,/workdir/data/train/masks148/0b73b427d1.png,4
0b7459a0af,127,/workdir/data/train/images148/0b7459a0af.png,/workdir/data/train/masks148/0b7459a0af.png,3
0b7b00ebfd,327,/workdir/data/train/images148/0b7b00ebfd.png,/workdir/data/train/masks148/0b7b00ebfd.png,3
0b9981aba1,59,/workdir/data/train/images148/0b9981aba1.png,/workdir/data/train/masks148/0b9981aba1.png,2
0b9cb1205a,437,/workdir/data/train/images148/0b9cb1205a.png,/workdir/data/train/masks148/0b9cb1205a.png,4
0ba541766e,701,/workdir/data/train/images148/0ba541766e.png,/workdir/data/train/masks148/0ba541766e.png,5
0bca43f7ff,747,/workdir/data/train/images148/0bca43f7ff.png,/workdir/data/train/masks148/0bca43f7ff.png,1
0bdd44d530,445,/workdir/data/train/images148/0bdd44d530.png,/workdir/data/train/masks148/0bdd44d530.png,1
0be923c49b,354,/workdir/data/train/images148/0be923c49b.png,/workdir/data/train/masks148/0be923c49b.png,2
0bed5f2ace,460,/workdir/data/train/images148/0bed5f2ace.png,/workdir/data/train/masks148/0bed5f2ace.png,1
0c02f95a08,681,/workdir/data/train/images148/0c02f95a08.png,/workdir/data/train/masks148/0c02f95a08.png,5
0c089f7c1b,410,/workdir/data/train/images148/0c089f7c1b.png,/workdir/data/train/masks148/0c089f7c1b.png,0
0c0f001366,390,/workdir/data/train/images148/0c0f001366.png,/workdir/data/train/masks148/0c0f001366.png,5
0c19639aeb,677,/workdir/data/train/images148/0c19639aeb.png,/workdir/data/train/masks148/0c19639aeb.png,3
0c376f6728,366,/workdir/data/train/images148/0c376f6728.png,/workdir/data/train/masks148/0c376f6728.png,5
0c600207b1,690,/workdir/data/train/images148/0c600207b1.png,/workdir/data/train/masks148/0c600207b1.png,3
0c62dfc234,746,/workdir/data/train/images148/0c62dfc234.png,/workdir/data/train/masks148/0c62dfc234.png,2
0c62ed4494,647,/workdir/data/train/images148/0c62ed4494.png,/workdir/data/train/masks148/0c62ed4494.png,4
0c6ec35477,445,/workdir/data/train/images148/0c6ec35477.png,/workdir/data/train/masks148/0c6ec35477.png,5
0cc1d0e4c4,348,/workdir/data/train/images148/0cc1d0e4c4.png,/workdir/data/train/masks148/0cc1d0e4c4.png,5
0cc3c31d1a,235,/workdir/data/train/images148/0cc3c31d1a.png,/workdir/data/train/masks148/0cc3c31d1a.png,2
0cc5805a92,353,/workdir/data/train/images148/0cc5805a92.png,/workdir/data/train/masks148/0cc5805a92.png,1
0ce329b5f9,398,/workdir/data/train/images148/0ce329b5f9.png,/workdir/data/train/masks148/0ce329b5f9.png,2
0ce8a6ae62,308,/workdir/data/train/images148/0ce8a6ae62.png,/workdir/data/train/masks148/0ce8a6ae62.png,3
0cf7155eb6,464,/workdir/data/train/images148/0cf7155eb6.png,/workdir/data/train/masks148/0cf7155eb6.png,2
0cf9c803b8,688,/workdir/data/train/images148/0cf9c803b8.png,/workdir/data/train/masks148/0cf9c803b8.png,5
0d19f89dc9,475,/workdir/data/train/images148/0d19f89dc9.png,/workdir/data/train/masks148/0d19f89dc9.png,2
0d3b5ec2a8,516,/workdir/data/train/images148/0d3b5ec2a8.png,/workdir/data/train/masks148/0d3b5ec2a8.png,4
0d9adabb2c,665,/workdir/data/train/images148/0d9adabb2c.png,/workdir/data/train/masks148/0d9adabb2c.png,0
0db1b4c199,883,/workdir/data/train/images148/0db1b4c199.png,/workdir/data/train/masks148/0db1b4c199.png,3
0dcf4a11a6,194,/workdir/data/train/images148/0dcf4a11a6.png,/workdir/data/train/masks148/0dcf4a11a6.png,1
0ddcd3fd1a,112,/workdir/data/train/images148/0ddcd3fd1a.png,/workdir/data/train/masks148/0ddcd3fd1a.png,2
0deadce8f1,478,/workdir/data/train/images148/0deadce8f1.png,/workdir/data/train/masks148/0deadce8f1.png,4
0df375dc9c,746,/workdir/data/train/images148/0df375dc9c.png,/workdir/data/train/masks148/0df375dc9c.png,1
0df53ae04c,373,/workdir/data/train/images148/0df53ae04c.png,/workdir/data/train/masks148/0df53ae04c.png,5
0df9f16bc9,847,/workdir/data/train/images148/0df9f16bc9.png,/workdir/data/train/masks148/0df9f16bc9.png,0
0e16439e05,541,/workdir/data/train/images148/0e16439e05.png,/workdir/data/train/masks148/0e16439e05.png,1
0e53e6294a,537,/workdir/data/train/images148/0e53e6294a.png,/workdir/data/train/masks148/0e53e6294a.png,0
0e63d9a8b4,515,/workdir/data/train/images148/0e63d9a8b4.png,/workdir/data/train/masks148/0e63d9a8b4.png,3
0ea5ea6946,142,/workdir/data/train/images148/0ea5ea6946.png,/workdir/data/train/masks148/0ea5ea6946.png,3
0eacc93ff3,394,/workdir/data/train/images148/0eacc93ff3.png,/workdir/data/train/masks148/0eacc93ff3.png,2
0eb52aa52a,659,/workdir/data/train/images148/0eb52aa52a.png,/workdir/data/train/masks148/0eb52aa52a.png,2
0ebe3ee1ad,700,/workdir/data/train/images148/0ebe3ee1ad.png,/workdir/data/train/masks148/0ebe3ee1ad.png,5
0ec68b2e42,635,/workdir/data/train/images148/0ec68b2e42.png,/workdir/data/train/masks148/0ec68b2e42.png,4
0ece337a15,356,/workdir/data/train/images148/0ece337a15.png,/workdir/data/train/masks148/0ece337a15.png,4
0ee8a744eb,531,/workdir/data/train/images148/0ee8a744eb.png,/workdir/data/train/masks148/0ee8a744eb.png,0
0f02cec809,453,/workdir/data/train/images148/0f02cec809.png,/workdir/data/train/masks148/0f02cec809.png,0
0f19680b4d,540,/workdir/data/train/images148/0f19680b4d.png,/workdir/data/train/masks148/0f19680b4d.png,4
0f20f0242c,416,/workdir/data/train/images148/0f20f0242c.png,/workdir/data/train/masks148/0f20f0242c.png,2
0f3118527c,669,/workdir/data/train/images148/0f3118527c.png,/workdir/data/train/masks148/0f3118527c.png,1
0f4637e4b7,218,/workdir/data/train/images148/0f4637e4b7.png,/workdir/data/train/masks148/0f4637e4b7.png,3
0f5ada4dc3,700,/workdir/data/train/images148/0f5ada4dc3.png,/workdir/data/train/masks148/0f5ada4dc3.png,5
0f613bd191,241,/workdir/data/train/images148/0f613bd191.png,/workdir/data/train/masks148/0f613bd191.png,2
0f6e788cdd,678,/workdir/data/train/images148/0f6e788cdd.png,/workdir/data/train/masks148/0f6e788cdd.png,4
0f762f2746,427,/workdir/data/train/images148/0f762f2746.png,/workdir/data/train/masks148/0f762f2746.png,4
0f7aa746d6,314,/workdir/data/train/images148/0f7aa746d6.png,/workdir/data/train/masks148/0f7aa746d6.png,1
0f9977b1dd,106,/workdir/data/train/images148/0f9977b1dd.png,/workdir/data/train/masks148/0f9977b1dd.png,2
0f9b1dbc3f,330,/workdir/data/train/images148/0f9b1dbc3f.png,/workdir/data/train/masks148/0f9b1dbc3f.png,1
0f9beb1453,547,/workdir/data/train/images148/0f9beb1453.png,/workdir/data/train/masks148/0f9beb1453.png,3
0faaf196b4,450,/workdir/data/train/images148/0faaf196b4.png,/workdir/data/train/masks148/0faaf196b4.png,2
0fb7b2772a,942,/workdir/data/train/images148/0fb7b2772a.png,/workdir/data/train/masks148/0fb7b2772a.png,2
0fc5ad7e3b,959,/workdir/data/train/images148/0fc5ad7e3b.png,/workdir/data/train/masks148/0fc5ad7e3b.png,0
0fcbd0567b,789,/workdir/data/train/images148/0fcbd0567b.png,/workdir/data/train/masks148/0fcbd0567b.png,5
0fd38464c3,364,/workdir/data/train/images148/0fd38464c3.png,/workdir/data/train/masks148/0fd38464c3.png,1
0fea4b5049,382,/workdir/data/train/images148/0fea4b5049.png,/workdir/data/train/masks148/0fea4b5049.png,1
0ff9f243e5,566,/workdir/data/train/images148/0ff9f243e5.png,/workdir/data/train/masks148/0ff9f243e5.png,0
1017084680,512,/workdir/data/train/images148/1017084680.png,/workdir/data/train/masks148/1017084680.png,0
1019e6ed47,300,/workdir/data/train/images148/1019e6ed47.png,/workdir/data/train/masks148/1019e6ed47.png,3
103713e20d,718,/workdir/data/train/images148/103713e20d.png,/workdir/data/train/masks148/103713e20d.png,5
1037da2ff7,539,/workdir/data/train/images148/1037da2ff7.png,/workdir/data/train/masks148/1037da2ff7.png,1
104ce199d8,484,/workdir/data/train/images148/104ce199d8.png,/workdir/data/train/masks148/104ce199d8.png,1
106a222c7c,375,/workdir/data/train/images148/106a222c7c.png,/workdir/data/train/masks148/106a222c7c.png,5
106e4043ba,760,/workdir/data/train/images148/106e4043ba.png,/workdir/data/train/masks148/106e4043ba.png,3
1075fa3200,578,/workdir/data/train/images148/1075fa3200.png,/workdir/data/train/masks148/1075fa3200.png,3
107f1047c1,707,/workdir/data/train/images148/107f1047c1.png,/workdir/data/train/masks148/107f1047c1.png,1
109bccf6c6,490,/workdir/data/train/images148/109bccf6c6.png,/workdir/data/train/masks148/109bccf6c6.png,2
10a1a5b78f,526,/workdir/data/train/images148/10a1a5b78f.png,/workdir/data/train/masks148/10a1a5b78f.png,5
10aa115164,657,/workdir/data/train/images148/10aa115164.png,/workdir/data/train/masks148/10aa115164.png,3
10b19bd1f8,353,/workdir/data/train/images148/10b19bd1f8.png,/workdir/data/train/masks148/10b19bd1f8.png,5
10e1c8e23a,142,/workdir/data/train/images148/10e1c8e23a.png,/workdir/data/train/masks148/10e1c8e23a.png,2
10e835f9ab,614,/workdir/data/train/images148/10e835f9ab.png,/workdir/data/train/masks148/10e835f9ab.png,3
10ecfda568,465,/workdir/data/train/images148/10ecfda568.png,/workdir/data/train/masks148/10ecfda568.png,0
10f24c23af,323,/workdir/data/train/images148/10f24c23af.png,/workdir/data/train/masks148/10f24c23af.png,4
10f3d01ddb,449,/workdir/data/train/images148/10f3d01ddb.png,/workdir/data/train/masks148/10f3d01ddb.png,0
113b017a91,581,/workdir/data/train/images148/113b017a91.png,/workdir/data/train/masks148/113b017a91.png,5
114397189f,556,/workdir/data/train/images148/114397189f.png,/workdir/data/train/masks148/114397189f.png,5
114d62da56,458,/workdir/data/train/images148/114d62da56.png,/workdir/data/train/masks148/114d62da56.png,4
114daa1bed,541,/workdir/data/train/images148/114daa1bed.png,/workdir/data/train/masks148/114daa1bed.png,5
11518835a4,644,/workdir/data/train/images148/11518835a4.png,/workdir/data/train/masks148/11518835a4.png,0
115ee54da8,609,/workdir/data/train/images148/115ee54da8.png,/workdir/data/train/masks148/115ee54da8.png,2
1167a2bec9,152,/workdir/data/train/images148/1167a2bec9.png,/workdir/data/train/masks148/1167a2bec9.png,1
1169f5b1fb,383,/workdir/data/train/images148/1169f5b1fb.png,/workdir/data/train/masks148/1169f5b1fb.png,5
116bd22fd0,678,/workdir/data/train/images148/116bd22fd0.png,/workdir/data/train/masks148/116bd22fd0.png,2
11a14b9fcd,307,/workdir/data/train/images148/11a14b9fcd.png,/workdir/data/train/masks148/11a14b9fcd.png,1
11a54f2eff,820,/workdir/data/train/images148/11a54f2eff.png,/workdir/data/train/masks148/11a54f2eff.png,3
11bfb46a23,515,/workdir/data/train/images148/11bfb46a23.png,/workdir/data/train/masks148/11bfb46a23.png,0
1263576548,398,/workdir/data/train/images148/1263576548.png,/workdir/data/train/masks148/1263576548.png,2
1267729ffd,663,/workdir/data/train/images148/1267729ffd.png,/workdir/data/train/masks148/1267729ffd.png,1
1268fbf8c2,495,/workdir/data/train/images148/1268fbf8c2.png,/workdir/data/train/masks148/1268fbf8c2.png,3
126f253739,725,/workdir/data/train/images148/126f253739.png,/workdir/data/train/masks148/126f253739.png,2
1277f1a611,277,/workdir/data/train/images148/1277f1a611.png,/workdir/data/train/masks148/1277f1a611.png,1
127ef4105f,476,/workdir/data/train/images148/127ef4105f.png,/workdir/data/train/masks148/127ef4105f.png,0
