id,z,image_path,mask_path,fold
0280db420c,433,/workdir/data/train/images/0280db420c.png,/workdir/data/train/masks/0280db420c.png,4
0280deb8ae,363,/workdir/data/train/images/0280deb8ae.png,/workdir/data/train/masks/0280deb8ae.png,0
029c321179,675,/workdir/data/train/images/029c321179.png,/workdir/data/train/masks/029c321179.png,1
02adf272e9,497,/workdir/data/train/images/02adf272e9.png,/workdir/data/train/masks/02adf272e9.png,0
02d40993ab,610,/workdir/data/train/images/02d40993ab.png,/workdir/data/train/masks/02d40993ab.png,4
03049b14ca,470,/workdir/data/train/images/03049b14ca.png,/workdir/data/train/masks/03049b14ca.png,1
0304e9ac37,436,/workdir/data/train/images/0304e9ac37.png,/workdir/data/train/masks/0304e9ac37.png,3
03511989ac,434,/workdir/data/train/images/03511989ac.png,/workdir/data/train/masks/03511989ac.png,3
0389fc6012,391,/workdir/data/train/images/0389fc6012.png,/workdir/data/train/masks/0389fc6012.png,2
03a9a9f615,582,/workdir/data/train/images/03a9a9f615.png,/workdir/data/train/masks/03a9a9f615.png,0
03be56aa9a,697,/workdir/data/train/images/03be56aa9a.png,/workdir/data/train/masks/03be56aa9a.png,1
03c9b5ffe8,819,/workdir/data/train/images/03c9b5ffe8.png,/workdir/data/train/masks/03c9b5ffe8.png,1
03eed26d3e,183,/workdir/data/train/images/03eed26d3e.png,/workdir/data/train/masks/03eed26d3e.png,1
0401ae15d3,457,/workdir/data/train/images/0401ae15d3.png,/workdir/data/train/masks/0401ae15d3.png,0
04182ced8e,146,/workdir/data/train/images/04182ced8e.png,/workdir/data/train/masks/04182ced8e.png,1
041925f04c,580,/workdir/data/train/images/041925f04c.png,/workdir/data/train/masks/041925f04c.png,0
04234be388,916,/workdir/data/train/images/04234be388.png,/workdir/data/train/masks/04234be388.png,2
0429d9759b,737,/workdir/data/train/images/0429d9759b.png,/workdir/data/train/masks/0429d9759b.png,2
042c3d4e03,668,/workdir/data/train/images/042c3d4e03.png,/workdir/data/train/masks/042c3d4e03.png,4
04315b9a64,475,/workdir/data/train/images/04315b9a64.png,/workdir/data/train/masks/04315b9a64.png,0
044106f759,615,/workdir/data/train/images/044106f759.png,/workdir/data/train/masks/044106f759.png,1
045c5516a2,515,/workdir/data/train/images/045c5516a2.png,/workdir/data/train/masks/045c5516a2.png,0
0461a2fb30,562,/workdir/data/train/images/0461a2fb30.png,/workdir/data/train/masks/0461a2fb30.png,4
04711cb760,721,/workdir/data/train/images/04711cb760.png,/workdir/data/train/masks/04711cb760.png,2
0473e496e2,478,/workdir/data/train/images/0473e496e2.png,/workdir/data/train/masks/0473e496e2.png,3
0497f2d447,482,/workdir/data/train/images/0497f2d447.png,/workdir/data/train/masks/0497f2d447.png,3
04c48c9743,394,/workdir/data/train/images/04c48c9743.png,/workdir/data/train/masks/04c48c9743.png,0
04cd9599a3,480,/workdir/data/train/images/04cd9599a3.png,/workdir/data/train/masks/04cd9599a3.png,4
04e7e791e2,391,/workdir/data/train/images/04e7e791e2.png,/workdir/data/train/masks/04e7e791e2.png,2
04f7a73f2b,548,/workdir/data/train/images/04f7a73f2b.png,/workdir/data/train/masks/04f7a73f2b.png,0
05139ad3e5,734,/workdir/data/train/images/05139ad3e5.png,/workdir/data/train/masks/05139ad3e5.png,4
052de39787,649,/workdir/data/train/images/052de39787.png,/workdir/data/train/masks/052de39787.png,4
0530b67189,437,/workdir/data/train/images/0530b67189.png,/workdir/data/train/masks/0530b67189.png,2
0532916483,307,/workdir/data/train/images/0532916483.png,/workdir/data/train/masks/0532916483.png,1
053a6f6704,559,/workdir/data/train/images/053a6f6704.png,/workdir/data/train/masks/053a6f6704.png,4
0558ee87d3,796,/workdir/data/train/images/0558ee87d3.png,/workdir/data/train/masks/0558ee87d3.png,2
055ec918b9,421,/workdir/data/train/images/055ec918b9.png,/workdir/data/train/masks/055ec918b9.png,3
056bfa0cc8,389,/workdir/data/train/images/056bfa0cc8.png,/workdir/data/train/masks/056bfa0cc8.png,3
057eae4f34,360,/workdir/data/train/images/057eae4f34.png,/workdir/data/train/masks/057eae4f34.png,1
0589f557d7,523,/workdir/data/train/images/0589f557d7.png,/workdir/data/train/masks/0589f557d7.png,2
05a61e5799,167,/workdir/data/train/images/05a61e5799.png,/workdir/data/train/masks/05a61e5799.png,3
05be526826,308,/workdir/data/train/images/05be526826.png,/workdir/data/train/masks/05be526826.png,4
05be75afd9,708,/workdir/data/train/images/05be75afd9.png,/workdir/data/train/masks/05be75afd9.png,2
05c33e6854,661,/workdir/data/train/images/05c33e6854.png,/workdir/data/train/masks/05c33e6854.png,2
05c7033694,502,/workdir/data/train/images/05c7033694.png,/workdir/data/train/masks/05c7033694.png,3
05d9351a35,304,/workdir/data/train/images/05d9351a35.png,/workdir/data/train/masks/05d9351a35.png,1
05f09b380c,660,/workdir/data/train/images/05f09b380c.png,/workdir/data/train/masks/05f09b380c.png,2
060cdfded5,165,/workdir/data/train/images/060cdfded5.png,/workdir/data/train/masks/060cdfded5.png,3
060f14fcee,480,/workdir/data/train/images/060f14fcee.png,/workdir/data/train/masks/060f14fcee.png,1
06289f69f8,644,/workdir/data/train/images/06289f69f8.png,/workdir/data/train/masks/06289f69f8.png,0
063cf2a23a,335,/workdir/data/train/images/063cf2a23a.png,/workdir/data/train/masks/063cf2a23a.png,1
0642bbbc5f,150,/workdir/data/train/images/0642bbbc5f.png,/workdir/data/train/masks/0642bbbc5f.png,4
06523f9719,572,/workdir/data/train/images/06523f9719.png,/workdir/data/train/masks/06523f9719.png,0
065ce5590e,765,/workdir/data/train/images/065ce5590e.png,/workdir/data/train/masks/065ce5590e.png,1
066e0ce4c3,490,/workdir/data/train/images/066e0ce4c3.png,/workdir/data/train/masks/066e0ce4c3.png,3
069035a9b5,514,/workdir/data/train/images/069035a9b5.png,/workdir/data/train/masks/069035a9b5.png,3
06a361fc57,491,/workdir/data/train/images/06a361fc57.png,/workdir/data/train/masks/06a361fc57.png,1
06c2c49688,420,/workdir/data/train/images/06c2c49688.png,/workdir/data/train/masks/06c2c49688.png,3
06d21d76c4,82,/workdir/data/train/images/06d21d76c4.png,/workdir/data/train/masks/06d21d76c4.png,1
06d3201dd0,510,/workdir/data/train/images/06d3201dd0.png,/workdir/data/train/masks/06d3201dd0.png,4
071c81c9ad,429,/workdir/data/train/images/071c81c9ad.png,/workdir/data/train/masks/071c81c9ad.png,4
071d5aa17f,360,/workdir/data/train/images/071d5aa17f.png,/workdir/data/train/masks/071d5aa17f.png,2
074673a5f1,347,/workdir/data/train/images/074673a5f1.png,/workdir/data/train/masks/074673a5f1.png,4
0762a99eb4,561,/workdir/data/train/images/0762a99eb4.png,/workdir/data/train/masks/0762a99eb4.png,0
077cb8696f,240,/workdir/data/train/images/077cb8696f.png,/workdir/data/train/masks/077cb8696f.png,0
078f36a006,602,/workdir/data/train/images/078f36a006.png,/workdir/data/train/masks/078f36a006.png,3
07a81dccdc,630,/workdir/data/train/images/07a81dccdc.png,/workdir/data/train/masks/07a81dccdc.png,2
07ac7e530f,638,/workdir/data/train/images/07ac7e530f.png,/workdir/data/train/masks/07ac7e530f.png,1
07bb074759,478,/workdir/data/train/images/07bb074759.png,/workdir/data/train/masks/07bb074759.png,1
07cbc65347,495,/workdir/data/train/images/07cbc65347.png,/workdir/data/train/masks/07cbc65347.png,0
07e08eee37,333,/workdir/data/train/images/07e08eee37.png,/workdir/data/train/masks/07e08eee37.png,4
07fef26d18,614,/workdir/data/train/images/07fef26d18.png,/workdir/data/train/masks/07fef26d18.png,1
08173ef66c,391,/workdir/data/train/images/08173ef66c.png,/workdir/data/train/masks/08173ef66c.png,3
0822e176b2,794,/workdir/data/train/images/0822e176b2.png,/workdir/data/train/masks/0822e176b2.png,2
0829b44678,801,/workdir/data/train/images/0829b44678.png,/workdir/data/train/masks/0829b44678.png,0
082d2910a8,556,/workdir/data/train/images/082d2910a8.png,/workdir/data/train/masks/082d2910a8.png,4
0841984941,718,/workdir/data/train/images/0841984941.png,/workdir/data/train/masks/0841984941.png,3
084d3ed9c8,317,/workdir/data/train/images/084d3ed9c8.png,/workdir/data/train/masks/084d3ed9c8.png,4
085e7a048e,270,/workdir/data/train/images/085e7a048e.png,/workdir/data/train/masks/085e7a048e.png,4
08640ede7a,723,/workdir/data/train/images/08640ede7a.png,/workdir/data/train/masks/08640ede7a.png,4
086deb3ccb,598,/workdir/data/train/images/086deb3ccb.png,/workdir/data/train/masks/086deb3ccb.png,1
087192e2ec,797,/workdir/data/train/images/087192e2ec.png,/workdir/data/train/masks/087192e2ec.png,4
088a402727,255,/workdir/data/train/images/088a402727.png,/workdir/data/train/masks/088a402727.png,3
0898e36ee6,866,/workdir/data/train/images/0898e36ee6.png,/workdir/data/train/masks/0898e36ee6.png,4
08993551ae,719,/workdir/data/train/images/08993551ae.png,/workdir/data/train/masks/08993551ae.png,3
08bafa2eee,465,/workdir/data/train/images/08bafa2eee.png,/workdir/data/train/masks/08bafa2eee.png,3
08c2070b20,504,/workdir/data/train/images/08c2070b20.png,/workdir/data/train/masks/08c2070b20.png,1
08dc3c9a23,588,/workdir/data/train/images/08dc3c9a23.png,/workdir/data/train/masks/08dc3c9a23.png,0
08f3346b8a,307,/workdir/data/train/images/08f3346b8a.png,/workdir/data/train/masks/08f3346b8a.png,4
09152018c4,916,/workdir/data/train/images/09152018c4.png,/workdir/data/train/masks/09152018c4.png,1
0923f7bef9,954,/workdir/data/train/images/0923f7bef9.png,/workdir/data/train/masks/0923f7bef9.png,1
0926b7396b,673,/workdir/data/train/images/0926b7396b.png,/workdir/data/train/masks/0926b7396b.png,0
0937b1df3f,274,/workdir/data/train/images/0937b1df3f.png,/workdir/data/train/masks/0937b1df3f.png,2
0951f85203,737,/workdir/data/train/images/0951f85203.png,/workdir/data/train/masks/0951f85203.png,1
09541ce79b,593,/workdir/data/train/images/09541ce79b.png,/workdir/data/train/masks/09541ce79b.png,4
0977568b54,195,/workdir/data/train/images/0977568b54.png,/workdir/data/train/masks/0977568b54.png,2
098c5f3e75,457,/workdir/data/train/images/098c5f3e75.png,/workdir/data/train/masks/098c5f3e75.png,4
09b7182dc5,678,/workdir/data/train/images/09b7182dc5.png,/workdir/data/train/masks/09b7182dc5.png,1
09b9330300,842,/workdir/data/train/images/09b9330300.png,/workdir/data/train/masks/09b9330300.png,4
09e29fbb74,288,/workdir/data/train/images/09e29fbb74.png,/workdir/data/train/masks/09e29fbb74.png,2
09ee5831f4,235,/workdir/data/train/images/09ee5831f4.png,/workdir/data/train/masks/09ee5831f4.png,3
09f0f1f414,392,/workdir/data/train/images/09f0f1f414.png,/workdir/data/train/masks/09f0f1f414.png,4
0a0814464f,665,/workdir/data/train/images/0a0814464f.png,/workdir/data/train/masks/0a0814464f.png,0
0a1742c740,282,/workdir/data/train/images/0a1742c740.png,/workdir/data/train/masks/0a1742c740.png,2
0a18b314fc,230,/workdir/data/train/images/0a18b314fc.png,/workdir/data/train/masks/0a18b314fc.png,0
0a19821a16,360,/workdir/data/train/images/0a19821a16.png,/workdir/data/train/masks/0a19821a16.png,0
0a31d7553c,273,/workdir/data/train/images/0a31d7553c.png,/workdir/data/train/masks/0a31d7553c.png,4
0a41de5e3b,449,/workdir/data/train/images/0a41de5e3b.png,/workdir/data/train/masks/0a41de5e3b.png,3
0a7e067255,477,/workdir/data/train/images/0a7e067255.png,/workdir/data/train/masks/0a7e067255.png,2
0aab0afa9c,331,/workdir/data/train/images/0aab0afa9c.png,/workdir/data/train/masks/0aab0afa9c.png,4
0aabdb423e,806,/workdir/data/train/images/0aabdb423e.png,/workdir/data/train/masks/0aabdb423e.png,4
0ab5e14937,830,/workdir/data/train/images/0ab5e14937.png,/workdir/data/train/masks/0ab5e14937.png,4
0ad0876244,468,/workdir/data/train/images/0ad0876244.png,/workdir/data/train/masks/0ad0876244.png,2
0ad38c8f25,623,/workdir/data/train/images/0ad38c8f25.png,/workdir/data/train/masks/0ad38c8f25.png,2
0adb490de5,521,/workdir/data/train/images/0adb490de5.png,/workdir/data/train/masks/0adb490de5.png,2
0ae08cc1b2,532,/workdir/data/train/images/0ae08cc1b2.png,/workdir/data/train/masks/0ae08cc1b2.png,0
0aea45ba8f,484,/workdir/data/train/images/0aea45ba8f.png,/workdir/data/train/masks/0aea45ba8f.png,3
0b176124c4,744,/workdir/data/train/images/0b176124c4.png,/workdir/data/train/masks/0b176124c4.png,2
0b45bde756,92,/workdir/data/train/images/0b45bde756.png,/workdir/data/train/masks/0b45bde756.png,1
0b73b427d1,475,/workdir/data/train/images/0b73b427d1.png,/workdir/data/train/masks/0b73b427d1.png,2
0b7459a0af,127,/workdir/data/train/images/0b7459a0af.png,/workdir/data/train/masks/0b7459a0af.png,2
0b7b00ebfd,327,/workdir/data/train/images/0b7b00ebfd.png,/workdir/data/train/masks/0b7b00ebfd.png,3
0b9981aba1,59,/workdir/data/train/images/0b9981aba1.png,/workdir/data/train/masks/0b9981aba1.png,1
0b9cb1205a,437,/workdir/data/train/images/0b9cb1205a.png,/workdir/data/train/masks/0b9cb1205a.png,1
0ba541766e,701,/workdir/data/train/images/0ba541766e.png,/workdir/data/train/masks/0ba541766e.png,2
0bca43f7ff,747,/workdir/data/train/images/0bca43f7ff.png,/workdir/data/train/masks/0bca43f7ff.png,2
0bdd44d530,445,/workdir/data/train/images/0bdd44d530.png,/workdir/data/train/masks/0bdd44d530.png,3
0be923c49b,354,/workdir/data/train/images/0be923c49b.png,/workdir/data/train/masks/0be923c49b.png,0
0bed5f2ace,460,/workdir/data/train/images/0bed5f2ace.png,/workdir/data/train/masks/0bed5f2ace.png,0
0c02f95a08,681,/workdir/data/train/images/0c02f95a08.png,/workdir/data/train/masks/0c02f95a08.png,3
0c089f7c1b,410,/workdir/data/train/images/0c089f7c1b.png,/workdir/data/train/masks/0c089f7c1b.png,2
0c0f001366,390,/workdir/data/train/images/0c0f001366.png,/workdir/data/train/masks/0c0f001366.png,3
0c19639aeb,677,/workdir/data/train/images/0c19639aeb.png,/workdir/data/train/masks/0c19639aeb.png,2
0c376f6728,366,/workdir/data/train/images/0c376f6728.png,/workdir/data/train/masks/0c376f6728.png,4
0c600207b1,690,/workdir/data/train/images/0c600207b1.png,/workdir/data/train/masks/0c600207b1.png,0
0c62dfc234,746,/workdir/data/train/images/0c62dfc234.png,/workdir/data/train/masks/0c62dfc234.png,4
0c62ed4494,647,/workdir/data/train/images/0c62ed4494.png,/workdir/data/train/masks/0c62ed4494.png,0
0c6ec35477,445,/workdir/data/train/images/0c6ec35477.png,/workdir/data/train/masks/0c6ec35477.png,4
0cc1d0e4c4,348,/workdir/data/train/images/0cc1d0e4c4.png,/workdir/data/train/masks/0cc1d0e4c4.png,1
0cc3c31d1a,235,/workdir/data/train/images/0cc3c31d1a.png,/workdir/data/train/masks/0cc3c31d1a.png,4
0cc5805a92,353,/workdir/data/train/images/0cc5805a92.png,/workdir/data/train/masks/0cc5805a92.png,3
0ce329b5f9,398,/workdir/data/train/images/0ce329b5f9.png,/workdir/data/train/masks/0ce329b5f9.png,4
0ce8a6ae62,308,/workdir/data/train/images/0ce8a6ae62.png,/workdir/data/train/masks/0ce8a6ae62.png,1
0cf7155eb6,464,/workdir/data/train/images/0cf7155eb6.png,/workdir/data/train/masks/0cf7155eb6.png,2
0cf9c803b8,688,/workdir/data/train/images/0cf9c803b8.png,/workdir/data/train/masks/0cf9c803b8.png,1
0d19f89dc9,475,/workdir/data/train/images/0d19f89dc9.png,/workdir/data/train/masks/0d19f89dc9.png,1
0d3b5ec2a8,516,/workdir/data/train/images/0d3b5ec2a8.png,/workdir/data/train/masks/0d3b5ec2a8.png,1
0d9adabb2c,665,/workdir/data/train/images/0d9adabb2c.png,/workdir/data/train/masks/0d9adabb2c.png,1
0db1b4c199,883,/workdir/data/train/images/0db1b4c199.png,/workdir/data/train/masks/0db1b4c199.png,2
0dcf4a11a6,194,/workdir/data/train/images/0dcf4a11a6.png,/workdir/data/train/masks/0dcf4a11a6.png,1
0ddcd3fd1a,112,/workdir/data/train/images/0ddcd3fd1a.png,/workdir/data/train/masks/0ddcd3fd1a.png,2
0deadce8f1,478,/workdir/data/train/images/0deadce8f1.png,/workdir/data/train/masks/0deadce8f1.png,1
0df375dc9c,746,/workdir/data/train/images/0df375dc9c.png,/workdir/data/train/masks/0df375dc9c.png,1
0df53ae04c,373,/workdir/data/train/images/0df53ae04c.png,/workdir/data/train/masks/0df53ae04c.png,1
0df9f16bc9,847,/workdir/data/train/images/0df9f16bc9.png,/workdir/data/train/masks/0df9f16bc9.png,0
0e16439e05,541,/workdir/data/train/images/0e16439e05.png,/workdir/data/train/masks/0e16439e05.png,4
0e53e6294a,537,/workdir/data/train/images/0e53e6294a.png,/workdir/data/train/masks/0e53e6294a.png,0
0e63d9a8b4,515,/workdir/data/train/images/0e63d9a8b4.png,/workdir/data/train/masks/0e63d9a8b4.png,0
0ea5ea6946,142,/workdir/data/train/images/0ea5ea6946.png,/workdir/data/train/masks/0ea5ea6946.png,3
0eacc93ff3,394,/workdir/data/train/images/0eacc93ff3.png,/workdir/data/train/masks/0eacc93ff3.png,4
0eb52aa52a,659,/workdir/data/train/images/0eb52aa52a.png,/workdir/data/train/masks/0eb52aa52a.png,2
0ebe3ee1ad,700,/workdir/data/train/images/0ebe3ee1ad.png,/workdir/data/train/masks/0ebe3ee1ad.png,0
0ec68b2e42,635,/workdir/data/train/images/0ec68b2e42.png,/workdir/data/train/masks/0ec68b2e42.png,1
0ece337a15,356,/workdir/data/train/images/0ece337a15.png,/workdir/data/train/masks/0ece337a15.png,1
0ee8a744eb,531,/workdir/data/train/images/0ee8a744eb.png,/workdir/data/train/masks/0ee8a744eb.png,1
0f02cec809,453,/workdir/data/train/images/0f02cec809.png,/workdir/data/train/masks/0f02cec809.png,3
0f19680b4d,540,/workdir/data/train/images/0f19680b4d.png,/workdir/data/train/masks/0f19680b4d.png,0
0f20f0242c,416,/workdir/data/train/images/0f20f0242c.png,/workdir/data/train/masks/0f20f0242c.png,1
0f3118527c,669,/workdir/data/train/images/0f3118527c.png,/workdir/data/train/masks/0f3118527c.png,2
0f4637e4b7,218,/workdir/data/train/images/0f4637e4b7.png,/workdir/data/train/masks/0f4637e4b7.png,1
0f5ada4dc3,700,/workdir/data/train/images/0f5ada4dc3.png,/workdir/data/train/masks/0f5ada4dc3.png,1
0f613bd191,241,/workdir/data/train/images/0f613bd191.png,/workdir/data/train/masks/0f613bd191.png,2
0f6e788cdd,678,/workdir/data/train/images/0f6e788cdd.png,/workdir/data/train/masks/0f6e788cdd.png,3
0f762f2746,427,/workdir/data/train/images/0f762f2746.png,/workdir/data/train/masks/0f762f2746.png,1
0f7aa746d6,314,/workdir/data/train/images/0f7aa746d6.png,/workdir/data/train/masks/0f7aa746d6.png,0
0f9977b1dd,106,/workdir/data/train/images/0f9977b1dd.png,/workdir/data/train/masks/0f9977b1dd.png,0
0f9b1dbc3f,330,/workdir/data/train/images/0f9b1dbc3f.png,/workdir/data/train/masks/0f9b1dbc3f.png,4
0f9beb1453,547,/workdir/data/train/images/0f9beb1453.png,/workdir/data/train/masks/0f9beb1453.png,1
0faaf196b4,450,/workdir/data/train/images/0faaf196b4.png,/workdir/data/train/masks/0faaf196b4.png,2
0fb7b2772a,942,/workdir/data/train/images/0fb7b2772a.png,/workdir/data/train/masks/0fb7b2772a.png,3
0fc5ad7e3b,959,/workdir/data/train/images/0fc5ad7e3b.png,/workdir/data/train/masks/0fc5ad7e3b.png,4
0fcbd0567b,789,/workdir/data/train/images/0fcbd0567b.png,/workdir/data/train/masks/0fcbd0567b.png,0
0fd38464c3,364,/workdir/data/train/images/0fd38464c3.png,/workdir/data/train/masks/0fd38464c3.png,3
0fea4b5049,382,/workdir/data/train/images/0fea4b5049.png,/workdir/data/train/masks/0fea4b5049.png,1
0ff9f243e5,566,/workdir/data/train/images/0ff9f243e5.png,/workdir/data/train/masks/0ff9f243e5.png,4
1017084680,512,/workdir/data/train/images/1017084680.png,/workdir/data/train/masks/1017084680.png,0
1019e6ed47,300,/workdir/data/train/images/1019e6ed47.png,/workdir/data/train/masks/1019e6ed47.png,2
103713e20d,718,/workdir/data/train/images/103713e20d.png,/workdir/data/train/masks/103713e20d.png,2
1037da2ff7,539,/workdir/data/train/images/1037da2ff7.png,/workdir/data/train/masks/1037da2ff7.png,0
104ce199d8,484,/workdir/data/train/images/104ce199d8.png,/workdir/data/train/masks/104ce199d8.png,4
106a222c7c,375,/workdir/data/train/images/106a222c7c.png,/workdir/data/train/masks/106a222c7c.png,3
106e4043ba,760,/workdir/data/train/images/106e4043ba.png,/workdir/data/train/masks/106e4043ba.png,2
1075fa3200,578,/workdir/data/train/images/1075fa3200.png,/workdir/data/train/masks/1075fa3200.png,4
107f1047c1,707,/workdir/data/train/images/107f1047c1.png,/workdir/data/train/masks/107f1047c1.png,2
109bccf6c6,490,/workdir/data/train/images/109bccf6c6.png,/workdir/data/train/masks/109bccf6c6.png,1
10a1a5b78f,526,/workdir/data/train/images/10a1a5b78f.png,/workdir/data/train/masks/10a1a5b78f.png,0
10aa115164,657,/workdir/data/train/images/10aa115164.png,/workdir/data/train/masks/10aa115164.png,1
10b19bd1f8,353,/workdir/data/train/images/10b19bd1f8.png,/workdir/data/train/masks/10b19bd1f8.png,1
10e1c8e23a,142,/workdir/data/train/images/10e1c8e23a.png,/workdir/data/train/masks/10e1c8e23a.png,4
10e835f9ab,614,/workdir/data/train/images/10e835f9ab.png,/workdir/data/train/masks/10e835f9ab.png,0
10ecfda568,465,/workdir/data/train/images/10ecfda568.png,/workdir/data/train/masks/10ecfda568.png,2
10f24c23af,323,/workdir/data/train/images/10f24c23af.png,/workdir/data/train/masks/10f24c23af.png,1
10f3d01ddb,449,/workdir/data/train/images/10f3d01ddb.png,/workdir/data/train/masks/10f3d01ddb.png,2
113b017a91,581,/workdir/data/train/images/113b017a91.png,/workdir/data/train/masks/113b017a91.png,1
114397189f,556,/workdir/data/train/images/114397189f.png,/workdir/data/train/masks/114397189f.png,2
114d62da56,458,/workdir/data/train/images/114d62da56.png,/workdir/data/train/masks/114d62da56.png,3
114daa1bed,541,/workdir/data/train/images/114daa1bed.png,/workdir/data/train/masks/114daa1bed.png,3
11518835a4,644,/workdir/data/train/images/11518835a4.png,/workdir/data/train/masks/11518835a4.png,3
115ee54da8,609,/workdir/data/train/images/115ee54da8.png,/workdir/data/train/masks/115ee54da8.png,2
1167a2bec9,152,/workdir/data/train/images/1167a2bec9.png,/workdir/data/train/masks/1167a2bec9.png,2
1169f5b1fb,383,/workdir/data/train/images/1169f5b1fb.png,/workdir/data/train/masks/1169f5b1fb.png,1
116bd22fd0,678,/workdir/data/train/images/116bd22fd0.png,/workdir/data/train/masks/116bd22fd0.png,2
11a14b9fcd,307,/workdir/data/train/images/11a14b9fcd.png,/workdir/data/train/masks/11a14b9fcd.png,2
11a54f2eff,820,/workdir/data/train/images/11a54f2eff.png,/workdir/data/train/masks/11a54f2eff.png,0
11bfb46a23,515,/workdir/data/train/images/11bfb46a23.png,/workdir/data/train/masks/11bfb46a23.png,3
1263576548,398,/workdir/data/train/images/1263576548.png,/workdir/data/train/masks/1263576548.png,3
1267729ffd,663,/workdir/data/train/images/1267729ffd.png,/workdir/data/train/masks/1267729ffd.png,3
1268fbf8c2,495,/workdir/data/train/images/1268fbf8c2.png,/workdir/data/train/masks/1268fbf8c2.png,2
126f253739,725,/workdir/data/train/images/126f253739.png,/workdir/data/train/masks/126f253739.png,2
1277f1a611,277,/workdir/data/train/images/1277f1a611.png,/workdir/data/train/masks/1277f1a611.png,4
127ef4105f,476,/workdir/data/train/images/127ef4105f.png,/workdir/data/train/masks/127ef4105f.png,0
128f3b0e36,621,/workdir/data/train/images/128f3b0e36.png,/workdir/data/train/masks/128f3b0e36.png,0
12a953a079,121,/workdir/data/train/images/12a953a079.png,/workdir/data/train/masks/12a953a079.png,3
12bf4f2d3b,728,/workdir/data/train/images/12bf4f2d3b.png,/workdir/data/train/masks/12bf4f2d3b.png,0
12c92c9f70,620,/workdir/data/train/images/12c92c9f70.png,/workdir/data/train/masks/12c92c9f70.png,3
12d09b9fa4,444,/workdir/data/train/images/12d09b9fa4.png,/workdir/data/train/masks/12d09b9fa4.png,3
12e859e91d,545,/workdir/data/train/images/12e859e91d.png,/workdir/data/train/masks/12e859e91d.png,2
12e94a5a08,566,/workdir/data/train/images/12e94a5a08.png,/workdir/data/train/masks/12e94a5a08.png,1
130229ec15,530,/workdir/data/train/images/130229ec15.png,/workdir/data/train/masks/130229ec15.png,4
13037dfbb2,670,/workdir/data/train/images/13037dfbb2.png,/workdir/data/train/masks/13037dfbb2.png,2
