id,x,y,mosaic_id
ead48d81ae,16,5,0
29b0235e9a,1,6,0
b69dd4ba7a,2,6,0
af7d70119d,2,5,0
3be0c0be8e,7,6,1
7cf980df36,0,6,1
2fecaf1c54,1,6,1
c2ec2c9de4,2,6,1
8a58fe70f8,3,6,1
d3e4630469,4,6,1
9a91290888,5,6,1
c5d6528a35,6,6,1
fca4d42846,8,6,1
70b7e1c459,9,6,1
cb36e2e2ae,7,0,1
da324cbdde,7,1,1
3768877c25,7,2,1
de15d35ebc,7,3,1
cb6c6c15ce,7,4,1
6230e29f51,7,5,1
668cf61ce0,7,7,1
8299b97f38,7,8,1
abd9ba8120,0,7,1
c4f2855630,0,8,1
61b6c452ad,0,9,1
cbc5bd4021,1,7,1
44d28db2dc,1,8,1
6d69267940,1,9,1
52ae147d60,2,7,1
94500b7464,2,8,1
f9f6588f79,2,9,1
8a6090c9ec,3,7,1
ea39579316,3,8,1
54629440c9,3,9,1
7dfdf6eeb8,4,1,1
973a14e68f,4,2,1
8d0c065461,4,3,1
b0beff63b4,4,4,1
499237cf6c,4,5,1
7205efa791,4,7,1
753ac9f3ed,4,8,1
cd90c05864,4,9,1
b2d4c41f68,5,0,1
27838f7f46,5,1,1
cf5be83765,5,2,1
f96f608c5a,5,3,1
4aa5b85fb1,5,4,1
dc71cdae70,5,5,1
70afc514d2,5,7,1
a0e6d8b0a7,5,8,1
0bbaa6d56a,5,9,1
14c2834524,6,0,1
f27a3ca60e,6,1,1
b174e802d6,6,2,1
4b366ad75d,6,3,1
4b6bc93e6c,6,4,1
9472731dfd,6,5,1
4ca0fd980f,6,7,1
7db7a5fb8f,6,8,1
5299cd2c33,6,9,1
f448297676,8,7,1
73d3d08aff,8,8,1
f069247787,8,9,1
a0891f7e3e,9,0,1
393048bc6c,9,1,1
c24e12d0cf,9,2,1
e5c26c8634,9,3,1
5420263191,9,4,1
3ab326340b,9,5,1
d96f1003cf,9,7,1
095473ab35,9,8,1
971ff26c0d,8,0,1
0b9874fd4f,0,1,1
476bde9dbf,1,1,1
ad068f08d1,2,1,1
4d33311a1e,3,1,1
d0bdfc3217,8,1,1
eb84dfdf18,0,2,1
c100d07aa9,1,2,1
3d0f8c81ce,2,2,1
a667ba911e,3,2,1
1d6f51de05,8,2,1
55f1ea73b3,2,3,1
f91af813d6,3,3,1
0614268874,8,3,1
f8ba90c991,0,4,1
59dabe134f,1,4,1
5f723327ef,2,4,1
d9d7c77e13,3,4,1
595deae139,8,4,1
34f944baa4,8,5,1
9129261f99,8,3,1
31f29ada31,1,0,1
3eef3e190f,3,0,1
d639f4c3ae,2,5,1
f40bfdeb45,0,3,1
1986fcadda,0,5,1
0c14b0fe28,1,5,1
14b50d2c26,0,0,1
26c403ce6d,2,0,1
ef654c1b73,8,7,2
b4382ccb5d,0,7,2
4026885307,1,7,2
9efa93ff14,2,7,2
e981a42d6e,3,7,2
4e50c41f4e,4,7,2
9834bd4034,5,7,2
76ea2b7366,6,7,2
80363d0458,7,7,2
45a04b7102,9,7,2
d96af7c9cc,8,0,2
8561c63d20,8,1,2
ce54f2defa,8,2,2
91eca562cd,8,3,2
280c59adc5,8,4,2
48b8dda801,8,5,2
cb9d510ceb,8,6,2
c58edbac0a,0,0,2
c8b9beec1c,0,1,2
81be859449,0,2,2
55d7c2ef8a,0,3,2
bc5382bc71,0,4,2
7432950176,0,5,2
692207d70f,0,6,2
a62c94394a,0,8,2
3e821f8642,0,9,2
ad292a8043,1,8,2
092d7bc330,1,9,2
0717a21efc,2,8,2
1cfaab36d8,3,0,2
8eaa59df0a,3,1,2
309a8f9f4b,3,2,2
cfc651fc58,3,3,2
cb79c2c1e3,3,4,2
ab647410b9,3,5,2
81fd475861,3,6,2
f4e6470f2b,3,8,2
6420ece709,3,9,2
d7a53f942a,4,2,2
fd119c8d2f,4,3,2
f06a2c2849,4,4,2
4d119162bf,4,5,2
482e5face0,4,6,2
b3c8b426fb,4,8,2
70b3951b2f,5,6,2
8f8dcb2506,5,8,2
50b9046e67,5,9,2
8d8b3c36cd,6,0,2
5663471396,6,1,2
1d93cf8169,6,2,2
5b1a3faaa8,6,3,2
1fd2701517,6,4,2
86f7134adf,6,5,2
e50212245b,6,6,2
5b72ade49e,6,8,2
a708e52d7c,6,9,2
a0e0452f1c,7,0,2
72ef4718f3,7,1,2
89daaf02d5,7,2,2
aaffa385df,7,3,2
28b3d997ce,7,4,2
b4e067c10e,7,5,2
fc1b10ee80,7,6,2
43b65acf38,7,8,2
18cd36e491,7,9,2
14fecd67d2,9,3,2
1825fadf99,9,4,2
90364abd01,9,5,2
bebae78c6a,9,6,2
50fc16ff18,1,0,2
ce1ed41e9a,2,0,2
de091953f9,4,0,2
cff78ba6f7,5,0,2
174789f4b8,5,1,2
d7eb8b4a95,9,1,2
aafaaa68d6,1,2,2
fb131f3cd5,2,2,2
fa87eb3962,5,2,2
2620ab7aa2,9,2,2
b959545cfc,1,3,2
193f8f285e,2,3,2
85fe6c5bde,5,3,2
2a44b1aa4c,1,4,2
5987f0b196,2,4,2
90c830116a,5,4,2
6b0f472ce3,1,6,2
4eff1c1469,2,6,2
e1b367d535,1,1,2
9ad3911361,2,1,2
cef5623670,1,5,2
e2f17cf732,2,5,2
1760bece6d,2,9,2
f0633e8b86,8,9,2
40d01e18a0,5,3,3
9b450671aa,1,3,3
a317a82463,2,3,3
e54c815e85,3,3,3
7b8b5a7bbc,4,3,3
6dc54e0021,6,3,3
0fdbfa2f0d,5,0,3
2eb194fca4,5,1,3
dc690b4c89,5,2,3
17f6adbfed,5,4,3
079629bc48,5,5,3
f6b8be7626,1,1,3
c36ea2b661,1,2,3
c2849b2261,1,4,3
92e3428d1e,1,5,3
8409fed45c,2,1,3
f420886e62,2,2,3
735aa737ea,2,4,3
a8ebba8c1e,2,5,3
aa5fbe402e,3,1,3
3ed46948ce,3,2,3
755ba63241,3,4,3
2e10314df1,3,5,3
77abc5ed21,4,2,3
1cec04bb12,4,4,3
8441ee9ffa,4,5,3
1ec750ee29,6,4,3
7fa98fc471,6,5,3
d0a8505343,0,0,3
ad34383074,1,0,3
5832fa2b13,2,0,3
271b964887,3,0,3
d832b3d757,4,0,3
9c5567124a,6,0,3
0690bc9579,7,0,3
ebbf3ea889,8,0,3
90113ed6bc,0,1,3
e0bc3d5a16,4,1,3
aaad317b50,0,2,3
b385f3a649,7,5,3
170791a419,8,5,3
5601022a4d,9,5,3
72e7f5a583,10,5,3
e369caf81e,11,5,3
1a14ae3468,12,5,3
a022b9c3ac,0,4,3
ac3e753207,0,5,3
fb8b050b64,7,4,3
6b13e87edf,8,4,3
6d25e0f3a7,9,4,3
e2a70ffdf6,6,1,3
6056e713c4,7,1,3
883163a438,7,2,3
e48ce37527,8,1,3
9003e2ecd0,8,2,3
e735f7b212,8,3,3
2d069cef1f,9,1,3
11a8397e82,9,2,3
24a902540b,9,3,3
a7b5999db2,10,0,3
8e149fe591,10,1,3
a745ee2cf2,10,2,3
038617ab0d,10,3,3
2aa3aed6f0,10,4,3
48e7a5676b,11,0,3
cb8a681027,11,1,3
b24d3673e1,11,2,3
a6625b8937,11,3,3
0f9ca6c340,11,4,3
cd8765b15a,12,0,3
25bbbcd4a4,12,1,3
11dce96954,12,2,3
56ac5605d2,12,3,3
063cf2a23a,12,4,3
514ece6215,13,0,3
ec1d7d1ae1,14,0,3
9ce4cbaefa,13,1,3
c5c4479af6,13,2,3
d49a9c4664,13,3,3
820c4570b1,13,4,3
b9f3886670,13,5,3
607728ac81,14,1,3
565f34a45e,14,2,3
6b7f4a1a91,14,3,3
62a3c1e005,14,4,3
74361fb662,14,5,3
b9e2f1d49a,15,1,3
61ec0b181a,16,1,3
60c70d9d2b,15,4,3
9fa72ddc6a,16,4,3
59f5a1afc7,16,0,3
b4f806f74e,16,2,3
b07d4da735,15,3,3
4279e747a0,12,3,4
fcdf222153,0,3,4
c999ea6eb4,1,3,4
b969a65d69,2,3,4
58edb9b58c,3,3,4
ce96b58bee,4,3,4
2da8adf16a,5,3,4
1b818ee74a,6,3,4
6092afaec7,7,3,4
71d34fc906,8,3,4
50fa8bbc7e,9,3,4
389e82d252,10,3,4
77f0e55398,11,3,4
db275a11fb,13,3,4
1b2c24dfdb,12,0,4
b0a18e86c7,12,1,4
0bf3bff34d,12,2,4
7784c83371,12,4,4
79e870db52,12,5,4
bf5f0e482c,0,0,4
61d15e4861,0,1,4
961c64fe51,0,2,4
201c2f346a,0,4,4
c9ff0d072b,0,5,4
c1b12c9cbe,1,0,4
4e516a255d,1,1,4
27dc4eed59,1,2,4
7ebbf0b3dc,1,4,4
8ce1df1a6a,1,5,4
64dba827d6,2,0,4
35856d2bdf,2,1,4
b94052b389,2,2,4
f68b35ebd2,2,4,4
d8ea97b26c,2,5,4
0514122b6e,3,0,4
42074c0725,3,1,4
4c4d0194fc,3,2,4
68d00224e0,3,4,4
7562462083,3,5,4
45180088a6,4,1,4
20b784c31b,4,2,4
14c7a48dad,4,4,4
7c4874f691,4,5,4
f43882a92c,5,0,4
751a212e82,5,1,4
a1196a546e,5,2,4
5256861a31,5,4,4
bfd7a73deb,5,5,4
06a79609c9,6,0,4
021494f3aa,6,1,4
5ba442f1cf,6,2,4
addbeb160c,6,4,4
0ee6773a65,6,5,4
25d24d4554,7,0,4
c6b59300c7,7,1,4
f33da3a50f,7,2,4
8f29c5d348,8,1,4
64e050f295,8,2,4
feb2c6a00c,8,4,4
4995af5fe3,8,5,4
064b4962e9,8,6,4
6c5b8b3950,9,0,4
8c14de9fb8,9,1,4
73eb023f31,9,2,4
389ceae5ba,9,4,4
968c87dbe9,9,5,4
817dc95214,10,4,4
26000ba320,10,5,4
3614095a0e,11,0,4
8bf21420ad,11,1,4
d27b85e7c0,11,2,4
0176d2ace5,11,4,4
5b0dc2a3ca,11,5,4
95e69499a8,13,0,4
da84ed2423,13,1,4
5394f6a4e9,13,2,4
e19316acc4,13,4,4
978ae7ff61,13,5,4
842cd34527,4,0,4
25e2f2418c,8,0,4
d6ddf45bf5,10,0,4
6fe9bc9132,14,0,4
307d14d721,15,0,4
5a7566a915,10,1,4
79a4692349,14,1,4
6b06770322,15,1,4
03ae7e298c,14,2,4
97cef77fa4,15,2,4
ee5c6d6639,7,4,4
cae81d44d2,14,4,4
90a3f2a030,15,4,4
0505759310,14,5,4
22ca08b636,7,5,4
0926b7396b,12,6,5
812c804456,10,6,5
ec5afeae66,11,6,5
92e4cc072a,12,2,5
849f39dcbe,12,3,5
1a288f27bf,12,4,5
afa6b76f77,12,5,5
eab2d3c8af,10,1,5
eb86b8c715,10,2,5
465f93cd9c,10,3,5
3d6d400816,10,4,5
50251a9572,10,5,5
133c2477d6,11,1,5
3ff987c2e4,11,2,5
dfb780956c,11,3,5
f8f7ed86fc,11,4,5
4d00f5b453,11,5,5
d81f6c3432,13,2,5
dd6a04d456,13,3,5
a282128493,13,4,5
1cbfb9a597,13,5,5
3cb59a4fdc,2,4,5
0fe7bd88fb,3,4,5
2ecfd04874,4,4,5
fd35db589d,5,4,5
185bf0a1fc,6,4,5
0320c3c633,7,4,5
4e50b795b0,8,4,5
a1e931d1da,9,4,5
de8577c69e,13,0,5
a1e16dc7d6,13,1,5
452e3918f7,2,1,5
cbe5d89ffc,2,2,5
e5a61707cf,2,3,5
6425106fd4,2,5,5
4d19875184,2,6,5
c47c5ea1c3,3,3,5
79f95432ba,3,5,5
fe7152e183,3,6,5
711c478c93,4,1,5
0172b71f58,4,2,5
a6e3ee1039,4,3,5
5f5c584d56,4,5,5
df274ef7c6,4,6,5
0b40a9afe5,5,5,5
9b40ed4c71,5,6,5
3b408e43d0,6,5,5
69c5f6be60,6,6,5
cf8acde8a6,7,1,5
3f9df26c0c,7,2,5
9ef364d6de,7,3,5
e8c3aa3269,7,5,5
6eb7db0910,7,6,5
86fff4bd22,8,1,5
211eb21702,8,2,5
8d4644da68,8,3,5
01c2045d03,8,5,5
89d0caa7d1,8,6,5
5a3c38104c,9,0,5
b8ee1d8dbd,9,1,5
cd85f4b39b,9,2,5
6e58134639,9,3,5
182bfc6862,9,5,5
ddb0fdbd54,12,0,5
625d4d8487,0,1,5
f0e0e3f933,1,1,5
ec244d46b5,3,1,5
f9aa42899b,5,1,5
00a5318192,6,1,5
a12c9895f2,0,6,5
b0ac47bf6d,1,6,5
bce1766212,6,2,5
75c554378e,0,0,5
9d7165c9c0,1,0,5
53677afabf,2,0,5
4388f8ed7f,3,0,5
09ef36d784,4,0,5
2ebc20ce2a,5,0,5
09ff0bf1b8,6,0,5
1f75d0bd30,7,0,5
f31ab2f578,8,0,5
59cb0eecde,10,0,5
8ffb761299,11,0,5
53bbeae507,0,2,5
7adfa301a2,0,3,5
2cf988af12,0,4,5
9cccb3141e,0,5,5
afe5e42216,1,2,5
8a15905832,1,3,5
604e99b0c6,1,4,5
ca6bdbc405,1,5,5
849881c690,0,6,6
04234be388,1,6,6
b254feec1a,2,6,6
adc6e14121,0,1,6
b095375d19,0,2,6
5601dc4c6b,0,3,6
69c4e1da35,0,4,6
cb9c3597e8,0,5,6
b6d738b57b,1,0,6
1300ce55c4,1,1,6
0614cf0b6c,1,2,6
e09080ef49,1,3,6
1c45ad9906,1,4,6
9156a46309,1,5,6
1b346bfba2,2,1,6
3fefb4fa2d,2,2,6
e8bec3476b,2,3,6
ac26936da7,2,4,6
5bb0ca2e6b,2,5,6
2a9ff688e3,3,1,6
545b319e46,0,0,6
bb09d123bc,2,0,6
2a091413ea,3,0,6
0f7302ad43,4,0,6
56d842da83,5,0,6
b413657974,6,0,6
4b4ce588a9,3,2,6
0621ebf7b5,4,2,6
2626cc9b47,5,2,6
09b9330300,6,2,6
eb342b28ff,7,2,6
d6b36a5082,3,3,6
dbe799dc2b,4,3,6
e6d58ad89b,5,3,6
4f79ec0ba8,6,3,6
f18d49b870,7,3,6
addf8411a1,8,3,6
f62d2298d6,9,3,6
12c17cee12,10,3,6
b4e61836df,11,3,6
dbec5c6e98,12,3,6
239b0528cf,3,4,6
a2530b4c45,4,4,6
ed3d64a782,5,4,6
1eaf42beee,3,5,6
6d2b421f7a,3,6,6
3e8651d250,4,1,6
f970a44702,4,5,6
53f7dc0824,4,6,6
7b49a01666,5,1,6
e4f2783759,5,5,6
9833bfe671,5,6,6
a6a568e5de,6,4,6
9f56da8998,6,5,6
bd1131dcdc,6,6,6
d0cba16846,7,1,6
b5a137afa4,7,4,6
ddaf8d7cf3,7,5,6
50e3e10afc,7,6,6
20933fcee0,8,4,6
cd81de3128,8,5,6
56d025f76c,8,6,6
9923de1c7f,9,0,6
2265a9bb97,9,1,6
bec8f132d0,9,2,6
9d23bc70b8,9,4,6
3d8e486c58,10,0,6
a783bd82c5,10,1,6
bd89b15cba,10,2,6
dbd762aa71,10,4,6
5eb8ee3c04,10,5,6
c005e0beae,10,6,6
15db56acd5,11,0,6
a6e085d8e0,11,1,6
f8e3b0b7c6,11,2,6
f4341b924b,11,4,6
ce5b9c1de1,11,5,6
f121c06f1f,11,6,6
e66b084eba,12,0,6
55461699f5,12,1,6
25adecfb8a,12,2,6
08b117294d,12,4,6
bfbc7fe76d,9,6,6
929322a227,8,1,6
530f759c6f,8,0,6
3eabf280ed,12,5,6
d0eaa2adbe,11,4,6
79cdd2b60f,10,4,6
a5c6cde207,5,5,7
c8bd99cbb0,5,1,7
6817f42eba,5,2,7
9d5d4bf0f1,5,3,7
04c1375204,5,4,7
1c9a942d22,5,6,7
d5f7d673f3,5,7,7
f17a840281,0,1,7
832c709b04,1,1,7
355a7edcb8,2,1,7
9e45e84bac,3,1,7
9cbca0af7a,4,1,7
6acd09c3a1,6,1,7
51ad12b135,6,2,7
a9b099b251,3,4,7
f4784e4f1f,4,4,7
ba3558504f,6,4,7
f448b518f6,7,4,7
69ac72804f,8,4,7
878c50521d,9,4,7
659b17c4bd,10,4,7
d4c21d0aa2,4,6,7
416a425526,1,2,7
690fab72e2,1,3,7
9765869d24,1,4,7
ad2fa649f7,1,5,7
a765cd6aab,1,6,7
1c093fde09,1,7,7
ae14c389bf,2,2,7
41574b9d75,2,3,7
7a0c21b0e4,2,4,7
c02e3de473,2,5,7
3a61ff125e,2,6,7
59519b78d2,2,7,7
7463d7da9a,4,2,7
ffd071d826,4,3,7
26c4ff2238,4,5,7
988f29b4c1,4,7,7
7b5d5d40fe,6,3,7
5f405e1970,6,5,7
4e10dfcd54,6,6,7
59d34c582c,6,7,7
b6274f23a3,3,2,7
0e92422666,3,3,7
dab1938acb,3,5,7
45cabd3ca3,3,6,7
ce4a1c6a57,3,7,7
9f2ffd1c09,7,2,7
753371cca5,7,3,7
8851e4f0b2,7,5,7
52b11a66b7,7,6,7
2cd315fb22,7,7,7
939c88a964,8,1,7
55937bc991,8,2,7
fd98fc3bac,8,3,7
e5d26987a9,8,5,7
933d90f822,8,6,7
748fda4538,8,7,7
4a624a202b,9,1,7
4c43b24562,9,2,7
73f53cd327,9,3,7
ff47f2a6f2,9,5,7
0b45bde756,9,6,7
a99b61c527,9,7,7
67066b5871,10,0,7
46a12ca49e,10,1,7
254689666f,10,2,7
9f07d6a050,10,3,7
b13437be49,10,5,7
c2ff5a5721,10,6,7
33c7f692a1,10,7,7
dfdb8d4571,0,2,7
8f64d370c5,0,3,7
e2070fdf67,0,4,7
86f2cf093f,0,5,7
18cf38b412,0,6,7
cc6723c303,0,7,7
7639365121,11,5,7
432a77d470,8,0,7
71fd607e6b,9,0,7
4f8a095e23,11,3,7
fe1e39f435,11,6,7
e9b05be83e,11,0,7
768d5f7ade,11,1,7
2456901c98,11,2,7
11b8214fae,11,4,7
948d73d7c2,1,8,8
fa1edfd24c,0,8,8
359128303c,2,8,8
821c36cd97,1,5,8
08a17ff7fb,1,6,8
4607195958,1,7,8
678be9f387,0,4,8
077cb8696f,0,5,8
cd6140444f,0,6,8
086deb3ccb,0,7,8
9a4864ff06,2,7,8
f744325ef1,2,5,8
3223aabdaa,3,5,8
34205cc12b,2,6,8
4282adcba1,3,6,8
536d9ac15f,4,6,8
8cbe7d29e1,5,6,8
d694c84b1f,6,6,8
1f4d1bd6fc,7,6,8
bc8ee4cf71,3,7,8
c4117da764,4,7,8
9ff430c52b,5,7,8
9ccf50ab0e,6,7,8
bb3a8a42af,2,0,8
a4bf75108b,2,1,8
f7c147ac61,2,2,8
acdb7877fa,2,3,8
d4b07eba7b,2,4,8
9e9ce2e1ce,3,1,8
b14736ed95,3,2,8
0fe0913aa8,3,3,8
ad61fd92b2,3,4,8
18606906bc,4,0,8
a7ec866668,4,1,8
a18073f2a2,4,2,8
98b49ec0e6,4,3,8
4df5b725e4,4,4,8
408083de74,4,5,8
a06f18de38,4,8,8
902d01b7dd,5,1,8
f9becf46d4,5,2,8
76df3b1845,5,3,8
17d4d42273,5,4,8
9886bf8a44,5,5,8
1f00c16021,5,8,8
50c5efed92,6,0,8
33273c4d81,6,1,8
2319827c36,6,2,8
f6011fc398,6,3,8
9aa744c0d6,6,4,8
6a8b6c77c4,6,5,8
06f467360f,7,0,8
00aa6a3958,7,1,8
63c8f10d71,7,2,8
dd9997f013,7,3,8
11b18944fe,7,4,8
78211a2b74,7,5,8
0926af3a6c,0,0,8
315b8f2266,1,0,8
f33605c868,0,1,8
dfafd0bad1,1,1,8
1283b9ee2f,8,1,8
e0df3ed0ad,9,1,8
fbc0dcd4df,0,2,8
fc7fa22730,1,2,8
679ee788d7,8,2,8
65aadb6f53,9,2,8
4dd7ed43a0,0,3,8
5ab14e9d76,1,3,8
b2343c89d7,8,3,8
a346964cc6,9,3,8
669bd87a83,0,4,8
1167a2bec9,1,4,8
818de0feb2,8,4,8
bbf8c7968a,9,4,8
55ae3f3757,8,5,8
2565d98748,9,5,8
a1b5786252,6,8,8
6c61beb5dd,8,0,8
7ebfc0aee3,9,0,8
abd889c82f,9,6,8
6cce97a933,9,7,8
8d5e51efb4,8,7,8
255e6ef6a9,8,8,8
7deaf30c4a,0,5,9
aac707eaa7,0,1,9
6f5968f78b,0,2,9
3ca7a95c42,0,3,9
dd535d0e0a,0,4,9
b65e79a4fb,0,6,9
b41a0ef572,0,7,9
514b6302ee,1,1,9
835fd78e54,2,1,9
a3d7e18515,3,1,9
ee8d380c54,1,2,9
63a1777e28,2,2,9
9a1d9405c1,1,3,9
58bc8d6ba0,1,4,9
941d0865da,1,6,9
43d4e67fed,1,7,9
e86bc3782c,1,0,9
eeb18519bc,2,3,9
74c0bc5214,2,4,9
031709c0fa,3,0,9
fb21ee1ab4,3,2,9
d7c4d4e1b2,3,3,9
8a04ba71be,3,4,9
bf23bdb543,3,5,9
a653a50dc4,3,6,9
dca3f5ce34,3,7,9
6172891da4,0,0,9
c120a8aeb0,2,0,9
cf93be642e,4,0,9
d303e1774a,5,0,9
ed793c1d33,4,3,9
8cc2d23c57,5,3,9
fab9e5a46a,6,3,9
02e1654bef,7,3,9
c1fc605426,8,3,9
861f283361,9,3,9
28a5f65cc2,10,3,9
277bd3a647,4,4,9
320bf85482,4,6,9
e929ca0e34,5,6,9
67fdaf03af,6,6,9
c9b35591b7,2,7,9
b9bbfd8128,4,7,9
01f91c6197,5,7,9
e93981eb89,4,1,9
ecac326167,4,2,9
613da61fd8,4,5,9
a5375b180b,5,4,9
5a81181e41,5,5,9
c156fd6d44,6,1,9
0310766b6c,6,2,9
c7c8e8ff63,6,4,9
c66a8f70e4,6,5,9
390355fd73,6,7,9
9c5cd7cf24,7,1,9
34ee4db3e9,7,2,9
851a37ac37,8,0,9
1b5c4051d4,8,1,9
8f2087a1f5,8,2,9
cc4d4d7351,8,4,9
24d67576d0,8,5,9
4efc5efc79,8,6,9
d39f51a99c,8,7,9
b15d57ba45,9,1,9
5e4f66c987,9,2,9
39a5b5f33a,9,4,9
be2dd1db16,9,5,9
4e8235d649,9,6,9
0e37ae8b14,10,0,9
46100c192b,10,1,9
69013a70ab,10,2,9
726c743e97,10,4,9
5535f37211,10,5,9
208e7fcf75,10,6,9
3ca18312a0,2,6,9
80d16f5eb3,7,7,9
88847c22a0,7,0,9
d46c133c20,9,0,9
46bfd27b90,7,6,9
fecda8c43c,7,5,9
4a12baccc4,11,4,10
376b6b7e94,11,0,10
1dbc694c5d,11,1,10
c1b3a9912c,11,2,10
280911f6fd,11,3,10
524f01dd79,11,5,10
5f487741b7,11,6,10
074a4a918a,6,0,10
7aca719607,7,0,10
d9bce92614,8,0,10
b97918ac08,9,0,10
ad19d4e20c,10,0,10
69ab424098,10,1,10
7d51af6ef3,10,2,10
c455f7be1b,10,3,10
6d8b46c501,10,5,10
9ac1f214d8,10,6,10
029dd6f51f,10,7,10
b5469f2eb9,8,6,10
c1ed7e8344,9,6,10
4d6ef1a9bb,0,7,10
9afa3dea27,1,7,10
a3f984c72f,2,7,10
82385cd8e9,3,7,10
c5d6fe7b88,4,7,10
40a6d01026,5,7,10
9556d5ea0a,6,7,10
cb707b00e6,7,7,10
71f7ef5864,8,7,10
3116a9d54c,9,7,10
a8e62d2504,8,3,10
c32590b06f,8,4,10
53e17edd83,8,5,10
65fe1a0efc,9,3,10
36841d78ba,9,4,10
f9467f033a,9,5,10
b345b1f290,1,2,10
9f4471dcd6,1,3,10
6d34f414ed,1,4,10
ebbd2ea275,1,5,10
05bf647e6d,1,6,10
c7c3a8a806,2,1,10
88efb73723,2,2,10
a4990e5d39,2,3,10
d36a3ca700,2,4,10
a9ee40cf0d,2,5,10
80693d458f,2,6,10
1ee82dabee,3,1,10
41bbbc3c6a,3,2,10
b0e3178d6f,3,3,10
9881925fc5,3,4,10
55689d22ea,3,5,10
34acb105f7,3,6,10
4071dd4858,4,1,10
0e16439e05,4,2,10
2efa022d01,4,3,10
048763f628,4,4,10
5468ed796d,4,5,10
8b71ac9863,4,6,10
3ab7b7d831,5,4,10
0ca07a2b06,5,5,10
cda1d37159,5,6,10
10dc83d62f,6,1,10
27ed8e3d5f,6,2,10
dea0a56bab,6,3,10
bc6b14c9d3,6,4,10
280dcd0b2d,6,5,10
c3cb500dfb,6,6,10
71f7425387,7,4,10
f6b8bf64b4,7,5,10
235fce1c1e,7,6,10
aede306d15,0,5,10
be542946f5,0,2,10
2bd6da4508,0,3,10
7d596c01eb,0,4,10
46c1a0e9a3,7,1,10
98c97825f1,8,1,10
6ba0601416,9,1,10
f32a360c8b,7,2,10
7e9e46174c,11,3,11
838e2cfbb1,10,3,11
0a6b2cea49,11,0,11
80b7b5c6f6,11,1,11
45c4464cf1,11,2,11
d3d8adb2c2,11,4,11
65dc362682,11,5,11
dddf6d20bc,10,0,11
583b5ed773,10,1,11
e764cac378,10,2,11
e47f1a1be8,10,4,11
35e9810619,8,2,11
c91a6405a5,9,2,11
9eb7f34982,8,0,11
8d73c4f678,8,1,11
35499d9dd6,8,3,11
71ed7325d3,8,4,11
c2bcde700c,8,5,11
acba470146,8,6,11
a8a8e4949b,9,0,11
43c323e221,9,1,11
ae2e378908,9,3,11
bc0ecdfd52,9,4,11
bd2a2c0b16,9,5,11
58135d5189,9,6,11
89d48aba49,0,0,11
2f248d982b,1,0,11
7d58fd7771,2,0,11
7aeffacb7a,3,0,11
4b44c94892,4,0,11
b0d0d70817,5,0,11
412e61e42f,6,0,11
